name,english_name,operator,power,source,method,wikidata_id,latitude,longitude,municipality,county,country
Sjisjka Vindkraftspark,,Sjisjka Vind AB,,wind,wind_turbine,,,,,,
Skabersjö vindkraftpark,,RWE Renewables Sweden AB,,wind,wind_turbine,,,,,,
Skabersjö vindkraftpark,,RWE Renewables Sweden AB,,wind,wind_turbine,,,,,,
Skallböle kraftstation,,,,hydro,,,,,,,
Skalleberg och Dunabolet,,ewz Atlantic Sverige AB,,wind,wind_turbine,,,,,,
Skarhult,,Blåshult AB,,wind,wind_turbine,,,,,,
Skarhults nygård,,Universal Wind AB,,wind,wind_turbine,,,,,,
Skatofta,,Long Vindpark AB,,wind,wind_turbine,,,,,,
Skattungbyn,,,,hydro,,,,,,,
Skaveröd/Gurseröd,,Skaveröd Gurseröd Vind AB,,wind,wind_turbine,,,,,,
Skedvi Kraftverk,,,,hydro,,Q81055797,60.3944,15.84704,,,Sweden
Skifsforsens Kraftstation,,,,hydro,water-storage,,,,,,
Skogberget,,,,wind,wind_turbine,,,,,,
Skogsvind,,Luveryd Vindkraft AB,,wind,wind_turbine,,,,,,
Skutskär,,,,wind,wind_turbine,,,,,,
Skärbo,,Vindskontoret Skärbo AB,,wind,wind_turbine,,,,,,
Sköllunga,,Rabbalshede Kraft AB,,wind,wind_turbine,,,,,,
Skörstorp,,GSG Drift AB,,wind,wind_turbine,,,,,,
Slageryd,,POG International AB,,wind,wind_turbine,,,,,,
Slagnäs kraftstation,,,,hydro,,Q81135855,65.588338888,18.182019444,Arjeplog Municipality,Norrbotten County,Sweden
Slagsåns kraftstation,,,,hydro,run-of-the-river,,,,,,
Slitevind Rynge,,Slitevind AB,,wind,wind_turbine,,,,,,
Slättäng,,,,wind,wind_turbine,,,,,,
Smöjen vindpark 1 [Slitevind XX],,Slitevind AB,,wind,wind_turbine,,,,,,
Snarkil kraftstation,,,,hydro,run-of-the-river,,,,,,
Solvallen i Vässlingby,,,,solar,photovoltaic,,,,,,
Solvedens kraftstation,,,,hydro,run-of-the-river,,,,,,
Sotared,,Sotared Vindkraftpark AB,,wind,wind_turbine,Q132037132,57.006285069,12.453079779,Falkenberg Municipality,Halland County,Sweden
Spjutmo,,,,hydro,,,,,,,
Spjutåsberget,,Härnösand Energi och Miljö AB,,wind,wind_turbine,,,,,,
St Herrestad,,Von Görtz Vind AB,,wind,wind_turbine,,,,,,
Stadsforsen,,,,hydro,,,,,,,
Stalon,,,,hydro,,,,,,,
Stavhälla,,Prästlönetillgångar i Strängnäs Stift,,wind,wind_turbine,,,,,,
Stengårdsholma,,RWE Renewables Sweden AB,,wind,wind_turbine,,,,,,
Stenkulla,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Stenkullafors kraftstation,,,,hydro,,,,,,,
Stensele kraftverk,,,,hydro,,,,,,,
Stensåsa,,Stenåsa Vindkraft AB,,wind,wind_turbine,,,,,,
Stentjärnåsen,,Stentjärnåsen Vindkraft AB,,wind,wind_turbine,,,,,,
Stigshöjden,,OX2 AB,,wind,wind_turbine,,,,,,
Stjups vindkraftpark,,,,wind,wind_turbine,,,,,,
Stoeryd Colcellspark,,Carpenter Co.,,solar,photovoltaic,,,,,,
Stor-Blåliden,,Storblåliden Vind AB,,wind,wind_turbine,,,,,,
Stor-Rotliden,,Vattenfall Vindkraft Sverige AB,,wind,wind_turbine,,,,,,
Stora Istad,,,,wind,wind_turbine,,,,,,
Stora Jordberga,,Arnold Towers Holding AB,,wind,wind_turbine,,,,,,
Storblåliden,,,,wind,wind_turbine,,,,,,
Storfinnforsen,,,,hydro,,,,,,,
Storflötten,,Turinge Energi AB,,wind,wind_turbine,,,,,,
Storhamrasjön,,,,hydro,,,,,,,
Storliden,,Skellefteå Kraft AB,,wind,wind_turbine,,,,,,
Stormon,,Stormon Energi AB,,wind,wind_turbine,,,,,,
Storrun,,Storrun Vindkraft AB,,wind,wind_turbine,,,,,,
Storugns vindpark,,,,wind,wind_turbine,,,,,,
Storåströmmens kraftverk,,,,hydro,,,,,,,
Storön,,GE Maskintjänst AB,,wind,wind_turbine,,,,,,
Strömbacka Kraftverk,,Streamgate North AB,,hydro,water-storage,,,,,,
Strömberget kraftverk,,Uddevalla Energi,,hydro,,,,,,,
Strömfors kraftverk,,,,hydro,,,,,,,
Stugun,,,,hydro,,,,,,,
Stämmemads kraftstation,,,,hydro,,,,,,,
Stångby,,Stångby Vind AB,,wind,wind_turbine,,,,,,
Sundborns kraftstation,Sundborn power station,,,hydro,water-storage,Q28933195,60.65108,15.77654,Falun Municipality,Dalarna County,Sweden
Svarteborgs-Skogen,,Dingleskogen Vind AB,,wind,wind_turbine,,,,,,
Svarthålsforsen,,,,hydro,,,,,,,
Svartnäs,,Svartnäs Vindkraft AB,,wind,wind_turbine,,,,,,
Svartåfors kraftstation,,Tekniska verken,,hydro,water-storage,,,,,,
Säby,,Blekinge Vindkraft Ekonomisk förening,,wind,wind_turbine,,,,,,
Sädva,,Skellefteå Kraftaktiebolag,,hydro,water-storage,Q80703789,66.4395,16.8337,Arjeplog Municipality,Norrbotten County,Sweden
Söbyn,,,,wind,wind_turbine,,,,,,
Söderbodane,,Älvsborgsvind AB (publ),,wind,wind_turbine,,,,,,
Södervidinge,,Ekovind AB,,wind,wind_turbine,,,,,,
Södra Cell Värö kraftverk,Södra Cell Värö Power Station,,,biomass,,,,,,,
Södra Kärra,,,,wind,wind_turbine,,,,,,
Sölve,,Karlshamn Energi Elförsäljning AB,,wind,wind_turbine,,,,,,
Sönnertorp,,,,wind,wind_turbine,,,,,,
Sötterfällan,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Tapplarp,,Smålandsvind AB,,wind,wind_turbine,,,,,,
Tirup Hällstorp,,Mimer vind AB,,wind,wind_turbine,,,,,,
Topperyd 1 och 2,,Bixia Gryningsvind AB,,wind,wind_turbine,,,,,,
Torp kraftstation,,,,hydro,run-of-the-river,,,,,,
Torps kraftverk,,,,hydro,,,,,,,
Torpshammar,,,,hydro,,,,,,,
Torröns kraftverk,,,,hydro,water-storage,,,,,,
Torseröds Vindkraftpark 5,,Torseröds vindkraftpark,,wind,wind_turbine,,,,,,
Trollberget vindkraft,,,,wind,wind_turbine,,,,,,
Trolleberg,,Vindproduktion i Flackarp AB,,wind,wind_turbine,,,,,,
Trångfors,,,,hydro,water-storage,,,,,,
Tuggarpsgruppen,,Jönköping Energi AB,,wind,wind_turbine,,,,,,
Tuggens kraftstation,,,,hydro,,,,,,,
Tumleberg Norr,,Tumleberg Vindenergi AB,,wind,wind_turbine,,,,,,
Turinge,,,,hydro,,,,,,,
Tvärforsens Kraftverk,,Downing Hydro,,hydro,water-storage,,,,,,
Tvååker,,,,wind,wind_turbine,,,,,,
Tyskagården,,,,wind,wind_turbine,,,,,,
Tängelsbol,,,,wind,wind_turbine,,,,,,
Tängelsås,,,,wind,wind_turbine,,,,,,
Tåsjö,,,,hydro,,,,,,,
Ugsiåns kraftstation,,,,hydro,water-storage,,,,,,
Uljabuoda vindkraftspark,,,,wind,wind_turbine,,,,,,
Ullavi,,Kumbro Vind AB,,wind,wind_turbine,,,,,,
Ullervads kraftstation,,,,hydro,run-of-the-river,,,,,,
Umluspens kraftstation,,Vattenfall AB,,hydro,,,,,,,
Underbacken,,,,wind,wind_turbine,,,,,,
Unna Kraftstation,,,,hydro,,,,,,,
Untra,,Fortum,,hydro,,,,,,,
Upperudsälven,,Vattenfall,,hydro,water-storage,,,,,,
Uvbergets vindpark,,,,wind,wind_turbine,,,,,,
Uvereds Vindkraftförening,,Uvereds Vindkraftspark,,wind,wind_turbine,,,,,,
VIGLUNDA / 7307,,Driftbolaget Skånings Åsaka Vind AB,,wind,wind_turbine,,,,,,
Vallberga Gård Mölla,,,,wind,wind_turbine,,,,,,
Vallerstad Vind,,Vallerstad Vind AB,,wind,wind_turbine,,,,,,
Vallhaga,,,,hydro,run-of-the-river,,,,,,
Vallsås,,Fred Olsen Renewables AB,,wind,wind_turbine,,,,,,
Valterslund,,HB Valterslunds Vind,,wind,wind_turbine,,,,,,
Vannborga,,Kalmarsund Vind Ek. För.,,wind,wind_turbine,,,,,,
Vaplan,,,,hydro,,,,,,,
Vara Badene,,Erikstorp Utveckling AB,,wind,wind_turbine,,,,,,
Varsvik,,Varsvik AB,,wind,wind_turbine,,,,,,
Vassmolösa,,Vassmolösa Vind AB,,wind,wind_turbine,,,,,,
Vattenkraftverk,,,,hydro,run-of-the-river,,,,,,
Ventlinge,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Vettåsen/Finnberget,,,,wind,wind_turbine,,,,,,
Viforsens kraftstation,,,,hydro,,,,,,,
Viksjöfors,,,,hydro,,,,,,,
Villköl,,RWE Renewables Sweden AB,,wind,wind_turbine,,,,,,
Vilseberga,,,,wind,wind_turbine,,,,,,
Vindil Kraft AB,,Vindil Kraft AB,,wind,wind_turbine,Q132034696,56.945143531,12.472684122,Falkenberg Municipality,Halland County,Sweden
Vindkraft Stjärnarp,,Arise Windpower AB,,wind,wind_turbine,,,,,,
Vindkraft Vårdkasen,,Härnösand Energi och Miljö AB,,wind,wind_turbine,,,,,,
Vindkraftanläggning Norrboda,,Slättens Vind ek för,,wind,wind_turbine,,,,,,
Vindkraftpark Högen,,Rabbalshede Kraft AB,,wind,wind_turbine,,,,,,
Vindkraftpark Mårtensklack,,,,wind,wind_turbine,,,,,,
Vindkraftpark Vettåsen,,,,wind,wind_turbine,,,,,,
Vindpark Brännåsen,,Samkraft Grännsjön AB,,wind,wind_turbine,,,,,,
Vindpark Ekeby,,Kumbro Vind AB,,wind,wind_turbine,,,,,,
Vindpark Fjällberget,,,,wind,wind_turbine,,,,,,
Vindpark Högberget,,,,wind,wind_turbine,,,,,,
Vindpark Högen,,Rabbalshede Kraft,,wind,wind_turbine,,,,,,
Vindpark Jädraås,,Jädraås Vindkraft AB,,wind,wind_turbine,,,,,,
Vindpark Ljungbyholm,,OX2 AB,,wind,wind_turbine,,,,,,
Vindpark Mombyåsen,,Mombyåsen Wind Farm AB,,wind,wind_turbine,,,,,,
Vindpark Mörkåsen,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Vindpark Ränsliden,,Scanergy Dalsland AB,,wind,wind_turbine,,,,,,
Vindpark Saxberget,,,,wind,wind_turbine,,,,,,
Vindpark Svartvallsberget,,,,wind,wind_turbine,,,,,,
Vindpark Tågeröd,,Tanum Vindkraft AB,,wind,wind_turbine,,,,,,
Vindpark Vackerdalsberget,,Ownpower,,wind,wind_turbine,,,,,,
Vindpark Våsberget,,Våsberget Vindkraft AB,,wind,wind_turbine,,,,,,
Vindpark Älgkullen,,SR Energy,,wind,wind_turbine,,,,,,
Vindön,,Econergi AB,,wind,wind_turbine,,,,,,
Vinninge,,,,wind,wind_turbine,,,,,,
Virke,,,,wind,wind_turbine,,,,,,
Volgsjöfors,,,,hydro,,,,,,,
Vräkefors kraftverk,,,,hydro,,,,,,,
Väby,,Väby Driftintressenter AB,,wind,wind_turbine,Q131993143,56.964861111,12.754722222,Falkenberg Municipality,Halland County,Sweden
Vänervind,,Vänervind AB,,wind,wind_turbine,,,,,,
Värlinge gård,,Universal Wind AB,,wind,wind_turbine,,,,,,
Värmeshult kraftstation,,,,hydro,,,,,,,
Värmeverket,,Värnamo Energi,,biomass,,,,,,,
Värmevärden,,Adven,,biomass,combustion,,,,,,
Värpinge,,Kraftringen Produktion AB,,wind,wind_turbine,,,,,,
Värslen,,Firma Ramström Vind AB,,wind,wind_turbine,,,,,,
Väsa kraftstation,,,,hydro,,Q81046996,61.17433,14.09175,Älvdalen Municipality,Dalarna County,Sweden
Vässikoski,,,,hydro,,,,,,,
Västanby gård,,Västanby AB,,wind,wind_turbine,,,,,,
Västergården 1,,,,wind,wind_turbine,,,,,,
Västerkäl,,unknown,,wind,wind_turbine,,,,,,
Västra Derome,,Varberg Energi AB,,wind,wind_turbine,,,,,,
Västrabygård,,Västraby Vindpark AB,,wind,wind_turbine,,,,,,
Ytterberg,,Vindkraft i Ytterberg AB,,wind,wind_turbine,,,,,,
Zinkgruvan,,,,wind,wind_turbine,,,,,,
Äle,,,,wind,wind_turbine,,,,,,
"Ängalid III & Torsnäs, Torrlösa",,,,wind,wind_turbine,,,,,,
Äskekärr 1&2,,KråkVind AB,,wind,wind_turbine,,,,,,
Äsperöd,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Äspinge-Klemedstorp,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Åby,,,,hydro,,,,,,,
Åby-Alebo,,Åby Alebo Energi AB,,wind,wind_turbine,,,,,,
Åbyfors,,,,hydro,,,,,,,
Åkebo,,,,wind,wind_turbine,,,,,,
Ålgårda kraftverk,,,,hydro,run-of-the-river,,,,,,
Åliden - Lidenprojekten,,Åliden Vind AB,,wind,wind_turbine,,,,,,
Ålviken,,Jämtkraft,,hydro,water-storage,,,,,,
Åmliden,,Renvind AB,,wind,wind_turbine,,,,,,
Åmliden,,,,wind,wind_turbine,,,,,,
Åmliden 2,,Åmliden Vindkraft AB,,wind,wind_turbine,,,,,,
Åndberget,,Åndberg Vind AB,,wind,wind_turbine,,,,,,
Ånge värmeverk,,Ånge Energi AB,,biomass,combustion,,,,,,
Ånglarna Vindkraftpark,,OX2,,wind,wind_turbine,,,,,,
Årjäng NV,,Årjäng Nordväst Vind AB,,wind,wind_turbine,,,,,,
Årjäng SV,,Årjäng Sydväst Vind AB,,wind,wind_turbine,,,,,,
Ås,,,,wind,wind_turbine,,,,,,
Åsebro kraftstation,,,,hydro,run-of-the-river,,,,,,
Åsele kraftstation,,,,hydro,,,,,,,
Åsen,,Eolus Vind AB,,wind,wind_turbine,,,,,,
Åskälen,,Åskälen Vindkraft AB,,wind,wind_turbine,,,,,,
Åtorps kraftverk,,Fortum,,hydro,,,,,,,
Ödegärdes kraftverk,,,,hydro,,,,,,,
Öjeforsens kraftverk,,,,hydro,,,,,,,
Önafors Värmeverk,,Vattenfall,,biomass,,,,,,,
Örbacken,,,,wind,wind_turbine,,,,,,
Öringe,,RWE Renewables Sweden AB,,wind,wind_turbine,,,,,,
Örja,,RWE Renewables Sweden AB,,wind,wind_turbine,,,,,,
Össjö Skog,,,,wind,wind_turbine,,,,,,
Österforsen,,,,hydro,,,,,,,
Österhultsmåla,,OX2 AB,,wind,wind_turbine,,,,,,
Österåsen,,Åskälen Vindkraft AB,,wind,wind_turbine,,,,,,
Östra Herrestad Vindkraftpark,,Rabbalshede Vind AB,,wind,wind_turbine,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],Hässelby Power Plant,,,biomass,,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,Vaggeryds kommun,,biomass,combustion,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,wind,wind_turbine,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,wind,wind_turbine,,,,,,
[unnamed],,,,wind,wind_turbine,,,,,,
[unnamed],,,,solar,thermal,,,,,,
[unnamed],,Kungälv Energi,,solar,photovoltaic,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,thermal,,,,,,
[unnamed],,,,hydro,run-of-the-river,,,,,,
[unnamed],,IT-Gården,,solar,photovoltaic,,,,,,
[unnamed],,Skellefteå Kraft,,hydro,run-of-the-river,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,wind,,,,,,,
[unnamed],,,,hydro,run-of-the-river,,,,,,
[unnamed],,,,solar,,,,,,,
[unnamed],,,,hydro,water-storage,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,Råda Energi,,biomass,combustion,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,hydro,water-storage,,,,,,
[unnamed],,Solör Bioenergi Fjärrvärme AB,,biomass,combustion,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,solar,,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,hydro,water-storage,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,,,,,,,
[unnamed],,,,hydro,water-storage,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,hydro,water-storage,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,hydro,water-storage,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,wind,wind_turbine,,,,,,
[unnamed],,Adven Siljan AB,,biomass,combustion,,,,,,
[unnamed],,,,solar,thermal,,,,,,
[unnamed],,OWN Power Projects AB,,wind,wind_turbine,,,,,,
[unnamed],,Sala-Heby Energi,,biomass,combustion,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,HEM,,solar,photovoltaic,,,,,,
[unnamed],,,,hydro,water-storage,,,,,,
[unnamed],,,,wind,,,,,,,
[unnamed],,,,hydro,water-storage,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,hydro,water-storage,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,solar,thermal,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,hydro,run-of-the-river,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,Dala Energi,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,Adven,,biomass,combustion,,,,,,
[unnamed],,Adven,,biomass,combustion,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,solar,,,,,,,
[unnamed],,,,solar,,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],Nötåsen wind farm,,,wind,,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,hydro,run-of-the-river,,,,,,
[unnamed],,,,solar,,,,,,,
[unnamed],,Solör Bioenergi Strängnäs AB,,biomass,combustion,,,,,,
[unnamed],,,,solar,photovoltaic,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,Solör Bioenergi Fjärrvärme AB,,biomass,combustion,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,hydro,,,,,,,
[unnamed],,,,hydro,,,,,,,
